avano	haveneau, havenet
bartelle	tarterelle, tartavella, tartevelle, tartavelle, crécelle
suspicieux	méfiant, soupçonneux
rétropédaler	faire_machine_arrière
saccagement	saccage
chape	chapiteau, couvercle, revêtement, enveloppe, manteau
amibiase	amabiase
somatotrophe	somatotrope
Caisse_nationale_des_allocations_familiales	CNAF
caillage	caillement, coagulation
météorologiste	météorologue
marre	assez
catabaucalise	comptine
les_casser	casser_les_pieds, importuner, courir_sur_l’haricot, énerver, embêter, faire_chier, ennuyer, enquiquiner, casser_les_couilles, emmerder
post-partum	puerpéralité
astucieusement	finement
télévision	téléviseur, poste_de_télévision, télé, petit_écran, petite_lucarne
framboise	rouge, pourpre
impudiquement	impudemment
par_les_petits	graduellement, petit_à_petit
pie-grièche_grise	darnagasse, boisselière, ageasse
engri	engoi
marum	herbe_aux_chats, germandrée_maritime, cataire
mamelouk	janissaire
peler	cailler, décortiquer, épiler, exfolier, écorcher
champ_visuel	champ_de_vision
yao	chiyao
libération	relâchement
langues_sorabes	langues_wendes
multifacétique	multifacette
nitroglycérine	trinitrine, trinitroglycérine
jasmin_ligneux	jasmin_jaune, jasmin_sauvage
synode	synodal, concile
bonnet_phrygien	bonnet-rouge
exocet_rayé	poisson_volant_rayé
pépère	peinard, pépé, papy
nominatif	cas_sujet, nominal, cas_nominatif
gréser	grésiller
glénoïdal	glénoïde
acide_palmitique	acide_hexadécanoïque, acide_cétylique, acide_éthalique
lentille_des_marais	lentille_d’eau
drouineur	drouinier
truite_fario	fario
olisbos	dildo, godemichet, gode
pelle	patin, pelletée, soupe_de_langue, gamelle, chute, gadin, galoche
par_l’intermédiaire_de	grâce_à, à_l’aide_de
randonnée	périple, trekking, excursion, marche
procellariiforme	albatros_et_alliés, oiseau_des_tempêtes
attirant	attrayant
mulon	meulon
alternation	alternat, alternance
passager	provisoire, fugace, transitoire, éphémère, passéger, temporaire
champ	pré
alcali	base
arum	gouet
être_au_pied_du_mur	être_dos_au_mur
moribond	mourant
à_la_file_indienne	à_la_queue_leu-leu
casser_les_oreilles	casser_la_tête, fendre_la_tête, rompre_la_tête
acide_cérotique	acide_hexacosanoïque, acide_hexaeicosanoïque, cérine
éclairage	éclairement
station_à_essence	essencerie, station-service, station_d’essence, poste_à_gaz, station_essence
mouiller	humecter, avoir_la_trouille, pleuvoir, humidifier, allonger, tremper
lait_de_soja	jus_de_soja, tonyu
carabiniere	carabinier, carabinieri
tétragone	quadrilatère, quadrangle
ulna	cubitus
tordu	contorsionné, tortueux
juste_à_temps	en_temps_et_heure, en_temps_et_en_heure, à_l’heure_dite
cuiller_à_œuf_à_la_coque	cuiller_à_œuf
serper	sarper, assarper, essarber, serper_le_fer, esserber, esserper
zinzinulement	titinement
incompréhension	mécompréhension
fonte_ductile	fonte_GS
chant	tranche, can, hymne, mélodie, mélopée, cant, champ
judéo-christiano-islamique	judéo-christiano-musulman
Saturne_XXXIX	S/2004_S_18, S_XXXIX, Bestla
Saturne_XXXIV	Pollux, S_XXXIV, Dioné_C, S/2004_S_5
mendigot	gueux, pauvre, quémandeur, nécessiteux, truand
loi_de_Lynch	lynchage
nom_de_famille	patronyme
brouetteur	brouettier
fulguration	éclair_de_chaleur
perdrix_si-si	perdrix_à_gorge_grise
onusien	onusiaque
beigne	donut, beignet
yes	oui
chél-	chélo-, chéli-
connasse	pétasse
achylie	humeur, achlorhydrie
État_de_la_Cité_du_Vatican	Vatican, Saint-Siège_(État_de_la_Cité_du_Vatican), Saint-Siège
à_dix_lieues_à_la_ronde	à_des_lieues_à_la_ronde, à_mille_lieues_à_la_ronde, à_cent_lieues_à_la_ronde
Kiviuq	S/2000_S_5, Saturne_XXIV
Saturne_XXXII	S/2004_S_1, Méthone, S_XXXII
lecteur	anagnoste, platine, bouquineur, déclamateur, scanneur, conteur, récitant, correcteur
configurable	paramétrable
ratteler	réatteler
baladodiffuser	podcaster
cardiosperme	cardiosperme_merveilleux, pois_de_cœur, cœur_des_Indes
Hmong	Miao
océan_Indien	mer_des_Indes
milk-shake	shake, lait_frappé
mannala	Jean_Bonhomme, mannele
tête_posée	tête_sage, tête_rassise
cyan	bleu_ciel
camus	nez_écaché, écaché, épaté, ébahi, aplati, écrasé, camard, confus, honteux, embarrassé
pyriproxyfène	4-phénoxyphényl_(RS)-2-(2-pyridyloxy)propyl_ester
s’endormir_sur_le_rôti	s’endormir_sur_ses_lauriers
rêveusement	distraitement
intraveineuse	injection_intraveineuse, IV
adventif	adventice
jeune_fille	fillette, intacte, bachelette, demoiselle, bachelle, pucelle, baiselette, bacelle
tétrachlorvinphos	cis-isomère_du_21-chloro-1-(2,4,5-trichlorophényl)_vinyl_diméthyl_phosphate
labile	ambitransitif
croiler	croler
expiatoire	piaculaire
Coucy-le-Château	Coucy
Maskoutain	Saint-Hyacinthien
webcam	webcaméra, cybercaméra, caméra_Internet, camirette, caméra_Web
papalin	papiste
crépine	pommelle
lycénidé	lycène
fénuron	3-(p-chlorophényl)_1,1-diméthylurée
engin	bidule, truc, machin
éberluer	ébahir
Prof.	Pr.
programmation_orientée_objet	programmation_par_objets, programmation_orientée-objets, programmation_par_objet, programmation_orientée_objets, programmation_objet
lever_la_main	faire_le_pli, faire_la_main
partir_en_live	partir_en_sucette, partir_en_cacahuette, partir_en_vrille
cercueil	bière, caisse, sapin, mazout, boîte
assujettissement	contrainte, soumission, sujétion, gêne, dépendance, obligation, conquète, subordination
autan	vent
efficient	efficace, économe
chair	viande, barbaque, bidoche, carne
plumier	écritoire
immobile	stationnaire, dormant, statique
indémontrable	improuvable
tennis	basket, terrain_de_tennis, court, court_de_tennis
centre_opérationnel_départemental_d’incendie_et_de_secours	CODIS
buse_variable	buse_commune
Saint-Rémy	Saint-Rémy-sur-Lidoire
colémanite	néocolémanite
garder	vigilant
anguillier	Bretagne, foué-toutrac, taly
bicarbonate_de_sodium	hydrogénocarbonate_de_sodium, sel_de_Vichy, bicarbonate_de_soude
boîte_de_pick-up	boîte_de_truck
avoir_ses_Anglais	avoir_ses_coquelicots, avoir_son_cardinal, avoir_ses_ours, recevoir_un_courrier_de_Rome, avoir_de_la_visite, avoir_son_marquis, faire_rouge, avoir_ses_lunes, broyer_des_tomates, avoir_ses_cardinales, les_Anglais_ont_débarqué, avoir_les_fleurs_rouges, avoir_ses_rougets, avoir_son_drapeau-rouge
optimalisation	optimisation
confortablement	commodément
tsouin-tsouin	tralala
Thrymr	S/2000_S_7, Saturne_XXX
requin-chabot	requin_bambou, requin-bambou
fourbe	perfide, fourberie
astérisque_maritime	astérolide_maritime
échelle_à_poissons	passe_à_poissons
nodule_lymphoïde	follicule_lymphoïde, nodule_lymphatique, follicule_lymphatique
bombe_sale	bombe_radiologique
enlèvement	kidnapping, rapt
cibiche	clope, sèche
béryl	berylite, béril
refainéanter	refaignantiser
gueule_noire	mineur
villotte	villette
lounge	bar_d’ambiance, bar-salon, lounge-bar, salon-bar
grand_bain	grand_bassin
expresso	café_express
analepse	flashback
mètre_cube	stère, bois_de_feu
condor	triple_eagle
chahuteur	chamailleur
serpillière	panosse, loque_à_reloqueter, toile_à_laver, torchon, pièce_à_frotter, wassingue, since
condom	capote_anglaise, capote, préservatif
documentaire	docu
communisant	cryptocommuniste
à_côté	adjacent, près
tirant	énotikon_grec, double_brève, trait_d’union_papyrologique, dos-d’âne
vautour_fauve	griffon
haubert	haubergeon
agent_de_conduite	mécanicien
rédactionnel	éditorial
gaz_de_schiste	gaz_de_shale, gaz_de_roche-mère
dimension	taille
anacardier	acajou_à_pommes, pommier_cajou, anacardier_cajou, cajou, pommier_de_cajou, pommier_d’acajou
enclitique	postclitique
cérambycidé	longicorne
déverbal	substantif_verbal
antimonate	antimoniate
bombe_à_hydrogène	bombe_H, bombe_à_fusion
diamantaire	lapidaire
semainier	hebdomadaire
peinturlureur	barbouilleur
melliflue	sirupeux, douceâtre, fade, mellifère, doucereux, miellé, plat, sucré, patelin
fonction_logistique	courbe_logistique
diquat	dihydro-9,10_diazonia-8a,10a_phénanthrène
wisigothique	wisigoth
xylographie	gravure_sur_bois, taille_d’épargne, bois
sonotone	aide_auditive, audiophone
barre	fer, rond, carré, plat
Burkinabe	Burkina-fassien, Burkinais, Burkinabais
modaliste	sabellien
chère	accueil, réception, abord
faucon_hobereau	hobereau_européen, hobereau
himalayesque	gigantesque, incommensurable
maral	cerf_d’Europe_de_l’Est
oindre	enduire, graisser, frotter, tamponner, badigeonner, frictionner, lubrifier
ministériat	ministère
icitte	ici
bulle	mandement, constitution, décret, décrétale, rescrit, phylactère, acte, bref
Dieu_grâce	la_grâce_à_Dieu
saurage	saurissage
dichlorophène	bis_(chloro-5_hydroxy-2_phényl)_méthane
mégapole	mégalopole, mégacité
être_tout_oreilles	être_tout_ouïe
étourneau_sansonnet	étourneau_commun, mainate_du_pauvre
en_avance	d’avance, par_avance, à_l’avance, Procuste
dépresser	éclaircir
sinisation	hanisation
macrobe	macrobien
pic_plasmatique	concentration_plasmatique_maximale, taux_plasmatique_maximal
occlusif	fermé
polarder	réviser
affin	linéaire, allié
extasie	3,4_méthylène-dioxy-méthamphétamine, MDMA
calme	sérénité, placide, repos, tranquillité, bonace, serein, quiétude, tranquille, paisible
bestiaux	aumaille, bétail, cheptel
banc_d’église	banc_de_fidèle
prasin	poireau
protistes	Protista
ankole	zébu_Ankole, watusi
été_indien	ruska, été_des_Indiens, été_des_sauvages, été_de_la_Saint-Martin
Côte-d’Orien	Costalorien
tant_il_y_a_que	tant_y_a_que
appréciation	estimation, appréciation, prisée, évaluation
établissements_français_dans_l’Inde	établissements_français_de_l’Inde
en_bras_de_chemise	en_manches_de_chemise
yottabyte	yottaoctet
Biélorusse	Biélorussien, Blanc-Russien
acide_carbonique	carbonate_d’hydrogène
trochin	petite_tubérosité, tubercule_mineur_de_l'humérus
stent	ressort
réticulum	réseau, bonnet
glendonite	jarrowite, fundylite, gaylussite, pyramidite, thinolite, Jarrow, pseudogaylussite
antipyrétique	fébrifuge, antifébrile
locution_prépositionnelle	locution_prépositive
CD-ROM	CD
écrire	griffonner, composer, coucher_sur_le_papier, rédiger, correspondre
touradon	moutu, tignon, cubados, tête_de_chiens, buton, bousin
cardinalité	multiplicité
République_centrafricaine	Centrafrique, Empire_centrafricain, Oubangui-Chari
chiropracteur	chiropraticien
gestion	administration, gérance
mégalopole	mégapole, mégacité
cabochard	têtu, borné, tête_de_mule
narcisse_des_poètes	courbadonne, Narcissus_poeticus
certainer	certifier, acertainer, assurer
casse-tête	puzzle
épouse	douce, bourgeoise, dame, gonzesse, grosse
punching-ball	ballon_de_boxe
auxiliaire_technologique	auxiliaire_de_fabrication, support_d'additif
petite_cuillère	cuillère_à_café
refiler	refourguer
sous-gouverneur	vice-gouverneur
protozoologie	protistologie
marge	latitude, flexibilité
armoise_commune	armoise_citronnelle, herbe_de_la_Saint-Jean, herbe_royale, remise, herbe_aux_cent_goûts, artémise
non-aligné	neutre
intrépidement	témérairement
tégu	tupinambis, téju
requin-tigre	requin-tigre_commun
subalterne	subordonné, larbin
querelle_de_clocher	guerre_de_clocher, rivalité_de_clocher
hivernant	vacancier, snowbird, hiverneur, villégiateur
alpien	alpin, alpigène
vitesse_initiale	vitesse_à_la_bouche
danseur_de_corde	anémobate
caboteur	cabotier
diaphore	antanaclase
rappesantir	réappesantir
doucereusement	benoîtement
phalène_emplumée	himène-plume
nombril	boudotte, boutinette, ombilic
podogyne	gynopode
sport_équestre	sport_à_cheval
épistilbite	monophane, oryzite, orizite
Samiot	Samien
monocratie	autocratie
frivole	vain, futile
umbo	cache-poing
derme	chorion, corium
coucounner	dorloter, choyer, mignoter, entourer, bichonner, cajoler, soigner, gâter, soin, couver, pouponner, combler, occuper, chouchouter, chérir, câliner, mignarder
pisser_dans_un_violon	être_peine_perdue
Ombellifères	Apiacées
plat_pied	pied_plat
magasin_phare	magasin_flagship, flagship, navire_amiral
amplification_génique	amplification_de_gène
mentonnet	camme
réaimer	raimer, re-aimer
ficelle	corde, fil
répétitif	itératif
verveine_du_Pérou	verveine_à_trois_feuilles, thé_arabe, verveine_citronnelle, verveine_citronnée, verveine_des_Indes, citronnelle, herbe_Louise, verveine_odorante, aloyse_citronnée, lippie, verveine_triphylle
triste	désenchanté, désappointé, déçu, chagriné, luctueux, malheureux
voleur_à_la_tire	pickpocket
amiatite	fiorite
cyanamide_hydrogène	carbo-diimide, cyanamide
intruse	fenêtre_intruse, pop-up, fenêtre_pop-up, fenêtre_surgissante
ainette	alignette
jaguar-garou	homme-jaguar
coudoiement	coude-à-coude
pièce_rapportée	empiècement, beau-, belle-, valeur_ajoutée
babélien	babélique
quaker	Trembleur
ultramarathon	ultrafond
mouais	moui, voui, ouin
éco-redevance	écotaxe
ontogenèse	ontogénie
thrips	thysanoptère, bête_d'août, bête_d'orage
improuver	désapprouver
goethite	hydrohématite, minette, fer_hydroxylé_oolitique, yanthosiderite, fullonite, onégite, chileite, ehrenwerthite, allcharite, przibramite, mésabite
titine	connectine
StarBasic	StarOffice_Basic, OOoBasic
in_cauda_venenum	flèche_du_Parthe, à_la_queue_gît_le_venin, dans_la_queue_le_venin
impasse	cul-de-sac, voie_sans_issue
errer	vaguer, battre_le_pavé, flâner, rôder, déambuler
action	action_boursière, action_de_société
en_vain	vainement, inutilement
devenir_rare	se_faire_rare
mulch	mulching, paillage, paillis
antijuif	antisémite, antijudaïque
rééduquer	convaincre, laver_le_cerveau, mobiliser, manipuler, endoctriner, persuader, convertir
paradisiaque	idyllique
alicante	grenache
ammoniacé	ammoniaqué
épicer	relever
marin	mousse, matelot
feuilletonin	feuilletonesque
acheter	soudoyer, acquérir, procurer, corrompre, troquer
nouveau_venu	nouvel_arrivé
pactiser	accorder, commettre
managérial	gestionnaire
capitalement	complètement, absolument
Burkinais	Burkinabe, Burkina-fassien, Burkina-be, Burkinabais
ronceraie	roncier
naled	phosphate_de_O,O-diméthyle_et_de_O-(dibromo-1,2_dichloro-2,2_éthyle)
arrêtement	arrestation
terrain_de_sport	pelouse
ophrys_araignée	ophrys_litigieux
croskillette	émietteuse
ganglion_lymphatique	nœud_lymphatique
zanzibari	zanzibarite
oie_cygnoïde	oie_africaine, oie_de_Guinée, oie_caronculée
bernache_du_Canada	outarde
Tabriz	Tauris
temporisation	tempo
scier_la_branche_sur_laquelle_on_est_assis	se_tirer_une_balle_dans_le_pied, se_tirer_dans_le_pied
sergent_de_ville	gardien_de_la_paix
kilogramme-force	kilogramme-poids, kgp, kgf
éthoprophos	dithiophosphate_de_O-éthyle_et_de_S,S-dipropyle
en_manches_de_chemise	en_bras_de_chemise
chigalevisme	chigaliovisme
sentencieusement	gravement
tirlipoter	tipoter
callimico	tamarin_sauteur, tamarin_de_Goeldi
baro-	bar-, bary-, piézo-
nigritelle_noire	nigritelle_de_Rhellicanus, orchis_vanille, nigritelle_de_Rellikon, nigritelle_noirâtre
îles_Cocos	îles_Keeling
mal_en_point	malentrain
par_acquit_de_conscience	par_sécurité
avoir_la_main_bonne	avoir_la_main_heureuse
gestion_des_connaissances	management_des_connaissances
enfant	loupiot, pitchoun, rejeton, mousse, gosse, boutchou, descendant, tit-bout, morveux, môme, lardon, enfantin, petit, galopin, mioche, mouflet, drôle, portée, gamin, descendance, flo, merdeux, progéniture, moutard, petiot, bout_d’chou, p’tiot, tit-cul, chiard, marmot, pitchounet, bambin, tête_blonde
Massaï	Massaïe
quark_beauté	quark_beauty, quark_b, quark_bottom
maraîchiner	flirter
joubarbe	sempervivum, artichaut_sauvage
plaque_tectonique	plaque_lithosphérique
hachage	hachement
baret	barrissement
ange_de_mer_ocellé	ange_de_mer_de_Bonaparte
marmatite	christophite, chrystophite
Pétaouchnoc	Perpette-les-Olivettes, au_diable_Vauvert, Saint-Pisse-qu’en-Coin, Saint-Profond-des-Meumeu, Clochemerle, Foufnie-les-Berdouilles, Si-Profond-du-Lointain, Houte-si-Plout, Trifouillis-les-Chaussettes, aux_cinq_cents_diables, Perpette-les-Andouillettes, Perpète-les-Andouillettes, Trifouilly-les-Chaussettes, Saint-Lin-des-Meumeu, Trou-en-Cambrousse, Houtesiplou, Perpète-les-Olivettes, Pamparigouste, Perpète-la-Galette, Saint-Loinloin, Perpette-la-Galette, Hoûte-s’i-Ploût, Saint-Creux-des-Bas-Fonds, Perpète-les-Oies, Bioul, Trifouillis-les-Oies, au_diable_vauvert, Macapète, Gingelom, Saint-Loinloin_de_Pas-Proche, Tataouine-les-Bains, Outsiplou, Trifouilly-les-Oies, Saint-Meumeu-des-Creux, Perpette-les-Oies, Tombouctou, Houte-Si-Plou, Saint-Meumeu
marchage	troisième_clocher, parcours, foulage
limoger	débaucher, renvoyer, destituer
dégorgement	dégorgeage
bombelle	bielle
Pétaouchnok	Perpette-les-Olivettes, au_diable_Vauvert, Saint-Pisse-qu’en-Coin, Tataouine-et-moutounat, Saint-Profond-des-Meumeu, Clochemerle, Foufnie-les-Berdouilles, Perpète-les-Alouettes, Si-Profond-du-Lointain, Houte-si-Plout, Trifouillis-les-Chaussettes, aux_cinq_cents_diables, Perpette-les-Andouillettes, Perpète-les-Andouillettes, Trifouilly-les-Chaussettes, Saint-Lin-des-Meumeu, Trou-en-Cambrousse, Houtesiplou, Perpète-les-Olivettes, Pamparigouste, Cuges-les-Pins, Perpète-la-Galette, Saint-Loinloin, Cuges, Chail-les-Bains, Perpette-la-Galette, Hoûte-s’i-Ploût, Saint-Creux-des-Bas-Fonds, Perpète-les-Oies, Bioul, Trifouillis-les-Oies, au_diable_vauvert, Macapète, Gingelom, Saint-Loinloin_de_Pas-Proche, Tataouine-les-Bains, Outsiplou, Trifouilly-les-Oies, Saint-Meumeu-des-Creux, Perpette-les-Oies, Perpette-les-Alouettes, Tombouctou, Houte-Si-Plou, Saint-Meumeu
flagrant	indéniable, manifeste
Samien	Samiot
barge	chaloupe, barque, péniche, bateau, bélandre
bande_d’arrêt_d’urgence	BAU
workflow	flux_des_travaux, flux_de_travaux, flux_de_production, flux_opérationnel
phalène_ondulée	phalène_maillée
auto-médiquer	auto-médicamenter, automédicamenter
bacille_de_Johne	bacille_paratuberculeux
Dacca	Jahangirnagar
parhélie	faux-soleil
snack-bar	casse-croûte
fantasme	hallucination, chimère, rêverie
